booking_id	people	purpose	gender	is_required_prepay_satisfied	cancel_change	DOW
22963	4	____	M	1	0	7
22979	3	____	F	1	0	7
22985	2	_____	F	1	0	6
22988	2	____	F	1	0	2
22992	2	_____	F	1	1	2
22996	2	____	F	1	0	2
23007	2	_____	M	1	0	7
23035	2	____	M	1	0	4
23036	4	____	F	1	0	4
23040	3	____	F	1	0	7
23047	2	____	M	1	1	7
23056	2	____	M	1	0	1
23057	3	____	F	1	0	1
23060	2	____	M	1	0	2
23063	9	____	M	1	0	1
23070	2	____	F	1	0	3
23075	3		F	1	0	3
23081	3	____	F	1	0	4
23083	5	____	F	1	0	7
23090	4	____	M	1	1	7
23094	8	____	M	1	0	3
23108	2	____	F	1	0	4
23109	2	____	M	1	0	3
23114	6	____	M	1	0	4
23135	2	____	F	1	0	7
23143	2	____	F	1	0	2
23147	2	____	F	1	1	1
23157	5	____	M	1	1	1
23166	12	____	F	1	0	1
23173	2	_____	M	1	0	1
23176	4	____	F	1	0	7
23177	4	____	M	1	0	1
23178	18	____	M	1	1	4
23180	3	____	M	1	1	7
23183	2	____	M	1	0	7
23184	5	____	F	1	1	1
23188	2	_____	F	1	1	6
23190	2	____	F	1	0	3
23192	2	____	M	1	0	6
23212	5	____	F	1	0	6
23218	3		F	1	1	7
23220	2	____	M	1	0	5
23238	3	____	M	1	0	1
23240	2	____	M	1	0	5
23243	3	____	M	1	0	2
23245	2	____	F	1	0	7
23252	2	_____	F	1	0	7
23253	2	____	F	1	1	1
23258	2	____	M	1	0	1
23259	2	____	M	1	0	1
23263	2	____	M	1	0	3
23272	4	____	M	1	1	7
23277	2	____	M	1	1	5
23282	3	____	M	1	0	6
23284	2	____	M	1	0	7
23292	2	____	M	1	0	3
23302	6	____	F	1	1	3
23306	4	____	F	1	1	7
23314	2	____	F	1	0	3
23317	13	____	M	1	0	1
23321	11	____	M	1	0	4
23327	14		M	1	0	3
23329	5	____	M	1	0	2
23349	3	____	M	1	0	2
23352	12	____	M	1	0	5
23355	2	____	M	1	0	1
23362	2	____	M	1	0	1
23364	4	____	F	1	0	1
23365	6	____	F	1	0	4
23367	4	____	F	1	0	1
23368	2	____	M	1	0	5
23377	2		F	1	0	4
23387	22	____	F	1	0	5
23389	6	____	M	1	1	7
23395	2	____	F	1	0	3
23408	2	____	F	1	0	6
23412	2	____	F	1	0	6
23416	4	____	F	1	0	6
23428	4	____	M	1	0	4
23451	2	____	F	1	0	1
23456	2	_____	M	1	0	5
23457	6	____	M	1	0	4
23459	9	____	F	1	0	1
23464	4	____	F	1	0	5
23468	2	_____	M	1	0	2
23469	3	____	F	1	0	6
23475	2	_____	M	1	0	5
23482	5	____	M	1	1	1
23493	3	____	M	1	1	5
23496	2	____	F	1	1	5
23497	4	____	F	1	0	3
23509	6	____	F	1	0	4
23513	4	____	F	1	0	7
23515	2	____	F	1	0	5
23519	3	____	F	1	0	3
23526	6		F	1	0	3
23530	5	____	F	1	0	6
23532	2	____	M	1	1	6
23547	4	____	M	1	0	7
23555	3	____	M	1	1	7
23556	4	____	F	1	0	6
23566	4	____	F	1	0	2
23572	2	_____	F	1	0	1
23574	2	____	F	1	0	6
23575	16	____	M	1	0	7
23576	2	_____	M	1	0	6
23578	2	____	F	1	0	3
23580	2		F	1	1	4
23584	12	____	M	1	0	5
23599	6	____	M	1	1	5
23608	3	____	F	1	0	6
23622	3	____	M	1	0	1
23623	5	____	F	1	0	1
23625	10	____	F	1	0	7
23630	1	____	M	1	0	4
23636	8	____	M	1	1	1
23640	4	____	F	1	0	4
23646	2	____	M	1	0	6
23649	2	____	F	1	0	5
23654	2	____	F	1	0	2
23656	2	____	M	1	0	1
23665	4	____	F	1	0	5
23669	3	____	F	1	1	1
23678	10	____	M	1	1	1
23679	2	____	M	1	0	5
23680	2	_____	F	1	0	1
23684	4		F	1	0	1
23686	3	_____	F	1	0	6
23688	2	____	F	1	0	4
23695	2	____	F	1	0	5
23718	5	____	M	1	0	7
23722	2	____	M	1	1	1
23724	5	____	F	1	1	7
23734	5	____	M	1	0	7
23736	2	____	M	1	1	3
23739	2	____	F	1	0	2
23742	3	____	F	1	0	5
23747	2	____	M	1	0	6
23750	5	_____	M	1	0	1
23752	4	____	F	1	0	6
23753	4	____	F	1	0	1
23759	3		F	1	0	5
23767	9	____	F	1	0	7
23772	6	____	M	1	0	5
23774	2	____	F	1	1	6
23775	4	____	F	1	0	5
23777	2	_____	M	1	0	7
23783	8	____	M	1	0	5
23791	8	____	M	1	1	4
23796	2	____	M	1	0	1
23803	4	____	M	1	0	7
23832	2	____	M	1	0	1
23837	4		M	1	0	1
23852	2		F	1	0	7
23855	4	____	M	1	0	6
23869	5	____	F	1	0	1
23870	4	____	F	1	0	5
23873	8	____	F	1	0	6
23879	2	____	M	1	0	6
23880	2	____	M	1	0	1
23886	3	____	M	1	0	5
23889	5	____	F	1	0	1
23892	2	____	F	1	0	7
23896	4	____	M	1	0	7
23901	5	____	M	1	1	2
23904	2	____	F	1	0	4
23907	2	____	M	1	0	4
23920	2	____	F	1	0	6
23930	2	____	F	1	0	6
23936	6		F	1	1	1
23937	2	____	F	1	0	7
23938	3	____	F	1	0	2
23945	4		F	1	0	1
23949	2	____	F	1	0	7
23978	2	____	M	1	0	2
23980	2	_____	F	1	0	2
23998	6	_____	F	1	0	7
24005	3	____	F	1	1	7
24006	2	____	M	1	0	4
24014	4	____	M	1	0	7
24016	6	____	M	1	0	4
24019	5	____	M	1	0	5
24020	3	____	F	1	0	5
24024	4	____	M	1	0	6
24026	5	____	F	1	1	6
24031	2	____	M	1	0	1
24040	4	____	F	1	0	1
24042	4	____	F	1	0	7
24061	3	____	F	1	1	5
24063	4	____	F	1	0	5
24076	3	____	M	1	0	7
24082	2	____	F	1	0	7
24103	4	____	M	1	0	6
24104	3	____	M	1	0	4
24108	2	____	M	1	0	5
24111	3	____	F	1	0	1
24123	6		F	1	1	1
24132	6	____	M	1	1	7
24134	3	____	F	1	0	6
24138	2		F	1	1	6
24150	2	_____	M	1	0	3
24159	3	____	F	1	0	3
24168	5	____	F	1	0	1
24169	2	____	F	1	0	7
24176	3	____	F	1	0	1
24177	4	____	M	1	0	7
24178	6	____	M	1	1	1
24179	4	____	M	1	0	2
24181	4	____	M	1	0	2
24193	3	____	M	1	1	5
24204	12	____	M	1	0	7
24205	2	____	F	1	0	4
24206	7	____	M	1	0	1
24210	5	____	F	1	0	6
24213	14	____	F	1	0	7
24224	10	____	F	1	0	1
24230	4	____	F	1	0	1
24233	3	____	F	1	1	7
24234	4	____	M	1	0	6
24239	2	_____	F	1	0	1
24245	2	____	F	1	1	3
24246	4	____	F	1	0	2
24256	4	____	F	1	0	7
24272	2	____	F	1	0	2
24287	2	_____	F	1	0	3
24289	4	____	M	1	0	1
24299	6	____	F	1	0	5
24306	5	____	F	1	1	1
24312	2	____	M	1	0	5
24314	2		F	1	0	3
24316	8	____	M	1	0	7
24322	8	____	M	1	0	7
24329	2	____	M	1	0	6
24330	7	____	M	1	0	7
24331	2	____	M	1	0	5
24341	8	_____	F	1	0	5
24343	2	____	M	1	0	2
24351	2	____	F	1	0	7
24365	2	_____	M	1	0	6
24374	2	____	F	1	0	4
24390	5	____	F	1	0	7
24391	3	____	M	1	1	4
24394	2	____	M	1	0	3
24395	4	____	F	1	0	6
24414	2	____	F	1	0	5
24418	8	____	F	1	0	7
24420	2	____	F	1	0	2
24437	4	____	M	1	0	7
24438	2	____	F	1	1	1
24443	6	____	M	1	1	1
24445	4	____	F	1	0	6
24446	2	____	F	1	0	1
24447	2	____	M	1	0	6
24451	6	____	M	1	0	4
24455	4	____	M	1	0	6
24458	5	____	M	1	0	5
24462	4	____	M	1	0	7
24464	5	____	M	1	1	5
24469	3	____	F	1	0	1
24474	2	____	F	1	0	6
24475	2	____	M	1	0	7
24476	3	____	M	1	0	3
24478	2	_____	M	1	1	3
24481	4	____	M	1	0	7
24483	2	_____	M	1	0	1
24484	2	____	M	1	1	7
24494	2		M	1	1	1
24502	2	_____	F	1	0	7
24504	3	____	M	1	0	7
24519	4	____	F	1	0	4
24521	3	____	F	1	0	6
24539	2	____	M	1	1	4
24542	5	____	M	1	0	1
24545	4		M	1	0	1
24549	7	____	F	1	0	7
24556	2	____	M	1	0	1
24585	2	____	M	1	0	7
24591	3	____	M	1	0	2
24594	6	____	M	1	0	3
24599	2		M	1	0	2
24606	2	____	F	1	0	1
24608	3	____	M	1	0	1
24616	6	____	F	1	1	7
24622	2		F	1	0	1
24628	18	____	F	1	0	1
24637	6	____	F	1	0	1
24666	5		M	1	1	3
24668	8	____	M	1	0	7
24671	11	____	M	1	0	6
24672	2	____	F	1	0	5
24708	4	____	M	1	0	5
24717	2	____	M	1	0	5
24730	2	____	F	1	0	4
24731	2	____	M	1	0	6
24736	2	_____	M	1	1	3
24742	4	____	F	1	0	4
24747	4	____	F	1	0	2
24748	3	____	F	1	0	2
24753	4	____	F	1	0	3
24756	3	____	M	1	0	3
24765	7	____	F	1	1	1
24775	2	____	F	1	0	3
24776	7	____	F	1	1	7
24777	3	____	M	1	0	1
24795	6	____	M	1	1	6
24810	2	____	M	1	0	4
24816	2	____	M	1	1	4
24821	2	____	F	1	0	4
24832	4	____	F	1	0	6
24837	2	____	F	1	0	1
24843	3	____	F	1	0	5
24857	6	____	M	1	1	7
24858	2	____	M	1	0	7
24859	2	____	F	1	1	5
24863	6	____	F	1	0	2
24867	2	____	M	1	0	1
24877	2		M	1	0	6
24879	6	____	M	1	0	6
24881	4	____	F	1	0	1
24882	5	____	F	1	0	7
24887	4	____	F	1	0	2
24888	2	_____	M	1	0	2
24889	9	____	F	1	0	6
24891	2	____	M	1	1	7
24897	4	____	F	1	0	4
24904	6	____	F	1	0	4
24906	4	____	F	1	0	7
24919	4	____	F	0	1	5
24922	2	____	F	1	0	4
24923	4	____	F	1	1	5
24924	7	____	F	1	0	1
24936	2	_____	F	1	0	6
24938	2	____	F	1	1	5
24943	2	____	F	1	0	2
24944	6	____	F	1	0	5
24946	2	____	M	0	1	7
24952	3	____	M	1	0	1
24953	8	____	F	1	0	1
24954	6	____	F	1	0	5
24956	2	_____	M	1	0	4
24964	4	____	F	1	0	1
24979	2	____	M	1	0	1
24980	8	____	F	1	0	6
24987	2	____	F	1	0	7
24989	2	____	F	1	0	2
24993	4	____	F	1	1	6
24996	2	____	M	1	0	1
25001	3	____	F	1	0	6
25011	8	____	F	1	1	2
25015	2	____	M	1	0	6
25019	3	____	M	1	0	1
25023	2	____	F	1	0	4
25025	4	____	F	1	0	6
25029	3	____	F	1	0	1
25034	4		F	1	0	3
25039	2	____	M	1	0	3
25040	2	_____	M	1	1	5
25052	6	____	F	1	0	1
25053	9	____	F	1	0	4
25054	2	_____	M	1	0	5
25055	6	____	M	1	0	6
25065	4	_____	F	1	0	5
25067	2	_____	M	1	0	3
25070	2	____	M	1	0	2
25082	8	____	F	1	0	7
25085	2	____	M	1	0	1
25094	3	____	F	1	0	6
25096	2	_____	M	1	1	3
25097	8	____	M	1	0	7
25099	4	____	M	1	0	2
25100	2		F	1	0	2
25107	2	_____	M	1	0	6
25116	8	____	M	1	0	7
25118	2	____	M	1	0	2
25122	2	____	F	1	0	7
25125	6	____	F	1	0	7
25128	2	____	F	1	1	7
25131	5	____	M	1	0	7
25150	2	____	F	1	0	7
25153	4	____	F	1	0	7
25166	6	____	M	1	0	7
25169	2	____	F	1	0	6
25170	6	____	F	1	0	1
25174	2	____	F	1	0	1
25178	3	____	M	1	0	4
25182	4	____	F	1	0	5
25188	3		F	1	1	6
25196	4	____	F	1	0	7
25199	3	____	F	1	0	4
25213	4	____	M	1	0	4
25218	2	____	F	1	1	7
25228	2	_____	F	1	0	3
25233	3	____	F	1	1	1
25237	5	____	F	1	0	1
25255	4	____	M	1	0	5
25256	5	____	M	1	1	6
25258	2	____	M	1	0	7
25267	2	____	F	1	1	5
25275	4	____	F	1	0	7
25278	2	____	M	1	0	6
25290	6	____	F	1	0	7
25295	17	____	M	1	1	6
25315	6	____	F	1	0	4
25318	2		M	1	0	1
25325	2	____	F	1	0	1
25336	6		M	1	0	2
25343	10	____	F	1	0	1
25346	6	____	F	1	1	7
25355	4	____	F	1	0	2
25360	3	____	M	1	0	7
25363	2	____	F	1	0	5
25367	7	____	F	1	0	1
25373	9	____	F	1	1	1
25376	2	____	M	1	0	5
25378	2	____	M	1	0	7
25380	6	____	F	1	0	5
25387	3	____	M	1	0	6
25389	3	____	M	1	1	5
25392	3	____	F	1	1	3
25393	14	____	F	1	1	7
25396	5	____	F	1	0	1
25399	2	____	F	1	1	1
25406	5	____	F	1	0	7
25420	2		M	1	0	7
25433	4	____	F	1	0	5
25435	2		F	1	0	2
25436	5	____	F	1	0	6
25444	2	____	M	1	0	3
25457	4	____	F	1	0	1
25460	2	____	F	1	1	1
25461	2	_____	M	1	1	3
25470	2	____	F	1	0	2
25474	2	_____	F	1	1	2
25475	2	____	M	1	1	3
25476	5	____	F	1	0	7
25479	2	____	F	1	0	3
25481	3	____	F	1	0	7
25486	2	____	M	1	0	1
25487	4	____	F	1	1	7
25488	2	____	M	1	0	6
25490	4	____	F	1	0	2
25493	4		F	1	0	5
25502	4	____	M	1	0	2
25503	5		F	1	0	7
25512	3	____	M	1	0	5
25521	8	____	M	1	0	6
25530	4	____	M	1	0	1
25533	2	____	F	1	1	2
25534	2	____	F	1	0	1
25544	7	____	F	1	0	2
25567	2		M	1	0	2
25570	3	____	F	1	0	1
25582	2	____	M	1	0	7
25589	11	____	M	1	1	5
25590	4	____	M	1	0	3
25591	2	____	M	1	0	4
25595	2	____	M	1	1	7
25605	6	____	M	1	0	7
25609	4	____	M	1	0	5
25614	5	____	F	1	0	5
25617	2	____	F	1	0	6
25620	2	____	M	1	0	2
25621	6	____	M	1	1	7
25624	3	____	M	1	0	6
25626	5	____	F	1	0	3
25633	4	____	M	1	0	1
25645	2	____	M	1	0	5
25655	2	____	M	1	1	1
25665	10	____	F	1	0	7
25666	3	____	F	1	1	7
25673	2	____	M	1	0	7
25679	4	____	M	1	0	5
25695	4	____	M	1	0	6
25698	2	____	F	1	1	4
25701	2	____	M	1	0	1
25702	4	____	F	1	0	2
25705	2	____	M	1	0	7
25707	2	____	F	1	0	4
25708	12	____	M	1	0	1
25712	4	____	M	1	1	7
25723	4	____	M	1	0	6
25726	2	____	F	1	0	2
25741	9	____	M	1	0	4
25751	24	____	M	1	0	4
25760	2	____	F	1	0	4
25761	2	____	F	1	1	6
25764	4	____	F	1	0	7
25771	2	_____	F	1	0	6
25783	25	____	M	1	0	4
25785	2	____	M	1	0	1
25795	2	____	M	1	0	1
25796	4	____	F	1	1	2
25800	3	____	F	1	0	1
25805	10	____	F	1	1	7
25819	4	____	M	1	0	2
25820	2	____	M	1	0	7
25843	2	____	F	1	1	4
25860	2	____	M	1	0	2
25871	8	____	M	1	0	6
25873	5	____	F	1	1	1
25876	4	____	F	1	0	6
25885	4	____	M	1	0	5
25896	3	____	F	1	0	2
25904	2	_____	F	1	0	4
25905	9	____	F	1	0	7
25906	5		F	1	0	1
25907	9	____	M	1	0	7
25909	4	____	F	1	1	7
25910	2		M	1	0	6
25914	2	_____	F	1	0	7
25936	6	____	F	1	0	1
25940	2	____	F	1	0	2
25942	3	____	F	1	0	7
25943	4	____	F	1	0	7
25955	4	_____	M	1	0	1
25970	5	____	F	1	0	2
25976	7	____	F	1	0	7
25979	2		F	1	0	7
25980	5	____	F	1	1	7
25997	2	____	M	1	0	6
26000	4	____	F	1	0	7
26005	2	____	M	1	0	7
26013	7	____	F	1	0	1
26015	6	____	M	1	1	1
26024	2	____	F	1	1	1
26045	23	____	F	1	0	7
26048	2	____	M	1	0	1
26053	6	____	F	1	0	1
26061	3	____	F	1	0	1
26067	3	____	F	1	0	7
26076	3	____	F	1	0	1
26082	2	_____	F	1	0	6
26084	4	____	F	1	0	5
26094	2	____	M	1	0	6
26096	8		M	1	0	4
26107	6	____	F	1	1	6
26109	2	____	F	1	0	2
26110	4	____	M	1	0	7
26123	14	____	F	1	0	1
26124	6		F	1	0	7
26125	2	____	M	1	0	1
26134	2	_____	F	1	0	7
26138	2	____	M	1	0	1
26143	20	_____	F	1	1	7
26152	6	____	M	1	0	5
26155	4	____	F	1	1	3
26167	3	____	M	1	0	2
26168	4	____	F	1	1	6
26169	2	____	F	1	0	1
26174	5	____	F	1	1	1
26190	4	____	F	1	0	2
26194	2	____	M	1	1	1
26202	4		F	1	1	1
26207	3	____	F	1	0	1
26212	10	____	M	1	0	1
26214	1	____	F	1	1	1
26215	5	____	F	1	0	1
26217	4	____	M	1	0	5
26224	6	____	M	1	0	1
26225	10	____	M	1	0	4
26229	8		M	1	0	6
26231	2	_____	M	1	0	4
26243	2	____	M	1	0	1
26253	6	____	F	1	1	4
26264	2	____	F	1	0	5
26266	2	____	F	1	0	4
26271	5	____	F	1	0	7
26272	2	____	F	1	0	1
26277	3	____	F	1	0	6
26283	7	____	F	1	0	7
26291	2	____	F	1	1	4
26292	8	____	F	1	0	3
26297	2	____	M	1	1	6
26304	4	____	F	1	0	2
26305	2	_____	M	1	0	7
26309	3	____	M	1	0	1
26310	4	____	F	1	0	6
26316	5	____	F	1	0	2
26319	2	____	F	1	0	4
26322	3	____	F	1	1	4
26325	4	____	F	1	0	1
26326	3	____	M	1	0	7
26334	2	____	M	1	0	6
26353	6	____	F	1	0	3
26355	4	____	F	1	0	5
26358	7	____	M	1	0	1
26364	4	____	F	1	1	7
26369	2	____	F	1	0	7
26372	2	____	M	1	0	4
26374	3	____	F	1	0	5
26378	4	____	M	1	0	7
26379	2	_____	M	1	0	6
26389	2	____	F	1	0	5
26390	2	____	F	1	0	1
26392	16	____	F	1	0	3
26407	3	____	M	1	0	3
26414	2	____	F	1	1	5
26423	3	____	F	1	0	6
26425	2	____	M	1	0	3
26431	4	____	M	1	0	7
26432	3	____	F	1	0	7
26437	3	____	M	1	0	6
26442	15	____	M	1	0	6
26445	6	____	M	1	1	7
26446	2	____	F	1	0	1
26455	13	____	F	1	0	1
26463	3	____	F	1	0	2
26464	2	____	F	1	0	4
26472	3	____	M	1	0	3
26473	6	____	F	1	0	2
26474	2	_____	M	1	0	2
26481	4	____	M	1	0	6
26485	20	____	M	1	0	7
26486	2	____	M	1	0	1
26497	2	____	F	1	1	3
26511	3	____	F	1	0	4
26518	4	____	F	1	0	5
26522	3	____	M	1	0	1
26524	6	____	F	1	0	7
26525	4	____	M	1	1	3
26528	2	____	M	1	0	5
26535	13	____	F	1	0	1
26547	2	____	F	1	1	2
26559	9	____	M	1	0	7
26571	4	____	F	1	1	7
26575	3	____	F	1	1	2
26582	6	____	M	1	0	1
26591	3		F	1	0	6
26594	8		M	1	0	2
26596	3	____	M	1	0	4
26608	3	____	M	1	0	1
26618	2	____	M	1	0	3
26619	13	____	F	1	0	7
26632	5	____	M	1	1	1
26633	2	_____	F	1	1	7
26636	5	____	F	1	0	7
26637	3	____	F	1	0	6
26640	10	____	F	1	1	1
26645	2	____	M	1	0	7
26660	5	____	F	1	1	1
26667	2	____	F	1	0	4
26668	8	____	F	1	0	7
26674	2	_____	M	1	0	1
26675	2	_____	M	1	0	5
26686	2	____	F	1	1	2
26687	5	____	M	1	0	7
26691	2	____	M	1	0	4
26694	6	____	M	1	0	5
26697	4	____	M	1	0	7
26705	2	____	M	1	0	7
26708	2	____	M	1	0	7
26716	2	____	M	1	0	4
26722	3	____	M	1	0	1
26729	2		F	1	0	1
26734	2	____	M	1	0	5
26737	2	____	M	1	0	6
26741	8	____	F	1	0	1
26750	3	____	F	1	0	3
26751	2	____	F	1	0	6
26761	30	____	F	1	0	6
26768	3	____	M	1	0	6
26770	2	____	M	1	1	5
26779	6	____	F	1	0	1
26787	2	____	F	1	1	2
26794	2	____	M	1	0	2
26797	3	____	M	1	0	3
26800	3	____	F	1	1	4
26804	3	____	M	1	0	1
26807	3	____	F	1	1	7
26809	2	____	F	0	1	5
26811	2	____	F	1	0	2
26814	10	____	F	1	1	2
26822	2	____	F	1	0	3
26829	5	____	F	1	1	6
26832	5	____	F	1	1	6
26838	2	____	M	1	0	5
26841	2	____	F	1	0	7
26842	3	____	F	1	0	1
26843	3	____	F	1	0	7
26848	1	____	M	1	0	6
26851	2	____	F	1	0	5
26858	3	____	F	1	0	1
26860	6	____	F	1	0	7
26867	4	____	M	1	0	7
26873	4	____	M	1	1	6
26878	2	_____	M	1	0	7
26885	4	____	M	1	0	6
26893	2	____	M	1	0	1
26913	4	____	F	1	0	1
26915	6	____	F	1	0	7
26925	2	____	F	1	0	1
26937	6	____	F	1	0	1
26938	4	____	M	1	0	1
26943	3	____	M	1	1	6
26953	10	____	M	1	0	4
26955	4	____	M	1	0	6
26958	3	____	M	1	0	6
26970	2	____	F	1	0	7
26983	2	____	F	1	0	3
26987	2	_____	M	1	1	1
26989	2	_____	M	1	0	1
27001	4		M	1	1	3
27016	3	____	F	1	0	7
27019	2	_____	F	1	0	6
27020	4	____	M	1	0	1
27021	2	____	M	1	0	6
27023	2	____	M	1	0	2
27027	2	____	F	1	0	7
27031	4	____	F	1	0	1
27036	4	____	F	1	0	3
27037	3	____	M	1	0	3
27049	2	_____	F	1	0	3
27061	4	____	F	1	0	7
27068	5	____	M	1	1	1
27071	2	____	M	1	0	6
27078	2	____	M	1	0	7
27081	2	____	F	1	0	6
27082	7	____	M	1	1	7
27083	9	____	F	1	0	1
27085	3	____	F	1	1	6
27094	2	____	M	1	0	1
27104	2	_____	F	1	1	6
27112	4	____	F	1	0	4
27120	7	____	F	1	0	7
27122	2	_____	M	1	0	7
27124	2		F	1	0	6
27148	2	____	M	1	0	7
27152	8	____	F	1	0	2
27153	5	____	F	1	0	7
27155	4	____	F	1	0	7
27171	4	____	F	1	0	7
27174	2	____	M	1	0	2
27175	9	____	F	1	0	1
27178	2	____	F	1	0	1
27180	6	____	M	0	1	7
27182	11	____	M	1	1	1
27185	3	____	M	1	0	6
27201	2	____	F	1	0	1
27210	2	____	F	1	0	6
27222	2	_____	M	1	1	6
27237	2	____	M	1	1	6
27241	4	____	F	1	1	7
27242	2	_____	F	1	0	7
27243	7	____	M	1	0	1
27245	2	____	M	1	0	7
27260	3	____	F	1	1	3
27262	3	____	F	1	0	5
27270	2	____	F	1	0	7
27271	5	____	M	1	0	1
27272	4	____	F	1	0	3
27273	5		F	1	0	7
27278	2	____	F	1	0	1
27284	3	____	M	1	0	7
27286	2	____	M	1	0	2
27291	9	____	F	1	0	6
27300	2	____	F	1	0	6
27312	2		M	1	1	2
27323	2	____	F	1	0	7
27330	15		F	1	0	1
27333	10	____	F	1	0	7
27340	2		M	1	0	6
27348	2	____	M	1	0	7
27350	2	____	M	1	0	6
27356	10	____	F	1	0	7
27361	2	____	M	1	0	1
27368	3	____	M	1	0	7
27371	4	____	M	1	0	3
27373	5	____	M	1	0	6
27375	3	____	M	1	0	3
27386	3	____	F	1	0	6
27387	2	____	F	1	0	5
27388	3	____	F	1	0	2
27390	20	____	F	1	1	7
27393	4	____	M	1	0	1
27406	12	____	F	1	1	3
27414	2	____	M	1	0	7
27416	2	_____	M	1	1	7
27423	4	____	F	1	0	3
27426	3	____	F	1	0	2
27434	5	____	M	1	1	7
27439	5	____	F	1	0	7
27440	3	____	F	1	0	7
27442	2	____	F	1	1	5
27447	4		F	1	0	1
27449	2	____	F	1	0	2
27453	3	____	M	1	1	5
27463	2	____	M	1	0	6
27493	11	____	F	1	0	1
27495	2		F	1	1	1
27497	2	____	F	1	0	5
27509	4	____	M	1	0	7
27512	2	____	M	1	0	1
27527	2	____	F	1	1	5
27530	7	____	F	1	0	1
27537	2	____	M	1	0	6
27539	2	____	F	1	0	2
27545	11	____	F	1	0	7
27548	4	____	F	1	1	2
27550	4	____	F	1	0	3
27553	6	____	M	1	0	4
27555	2	____	M	1	0	4
27559	6	____	M	1	1	6
27568	4	____	F	1	0	1
27571	3	____	F	1	0	1
27577	4	____	F	1	0	6
27602	4	____	F	1	0	1
27606	2	____	F	1	0	3
27612	2	____	M	1	0	7
27627	4	____	F	1	0	1
27632	2	____	M	1	0	6
27633	5	____	M	1	0	2
27640	4	____	F	1	0	7
27660	3	____	F	1	1	1
27662	2		F	1	1	6
27665	2	____	F	1	0	7
27674	5	____	F	1	1	3
27675	6	____	F	1	1	3
27676	5	____	F	1	0	1
27680	2	_____	F	1	0	7
27688	6	____	M	1	0	7
27698	3	____	M	1	0	6
27701	5	____	M	1	0	7
27706	4	____	F	1	0	2
27709	7	____	F	1	0	7
27712	4	____	M	1	0	6
27721	3		M	1	0	7
27724	3	____	M	1	0	6
27727	2	____	F	1	0	7
27728	4	____	M	1	1	3
27745	2	_____	M	1	0	6
27748	2	____	F	1	0	3
27752	4	____	F	1	0	7
27757	10	____	M	1	1	3
27759	2	____	F	1	0	6
27761	7	____	M	1	0	7
27762	2	____	F	1	0	4
27770	4	____	M	1	0	1
27771	2	____	F	1	0	7
27774	2	____	F	1	0	5
27779	6	____	M	1	0	7
27794	2	____	M	1	0	6
27795	4		F	1	0	2
27797	2	____	F	1	0	6
27799	2	____	F	1	0	5
27800	2		M	1	0	6
27824	2	_____	F	1	0	2
27826	2	____	M	1	1	3
27827	2	____	F	1	0	7
27831	2	____	M	1	1	7
27838	2	____	F	1	0	5
27843	8	____	F	1	0	2
27844	2	____	F	1	0	2
27855	2	_____	M	1	0	7
27873	5	____	M	1	0	5
27875	4	____	F	1	1	1
27877	3	____	M	1	0	7
27886	2	_____	F	1	0	3
27890	5	____	M	1	0	1
27896	2		F	1	0	7
27897	8	____	F	1	0	7
27913	3	____	F	1	0	2
27923	2	_____	F	1	1	5
27930	4	____	M	1	0	7
27940	2	____	F	1	0	5
27941	2	____	M	1	0	7
27946	6	____	M	1	0	1
27949	3	____	M	1	0	7
27962	4	____	M	1	1	6
27964	2	____	F	1	0	4
27977	8	____	M	1	0	4
27982	2		F	1	0	1
27983	9	____	F	1	1	2
27985	12	____	F	1	0	1
27986	8	____	M	1	0	7
27999	4	____	M	1	0	2
28018	12	____	F	1	0	7
28025	3	____	F	1	1	6
28026	4	____	F	1	1	3
28028	5	_____	M	1	0	7
28034	6	____	M	1	0	2
28037	2	____	M	1	0	6
28043	11	____	F	1	1	6
28045	4	____	F	1	1	4
28048	6	____	M	1	0	7
28050	7	____	F	1	0	5
28054	11	____	M	1	0	7
28065	4	____	M	1	1	5
28080	14	____	M	1	0	1
28090	3	____	M	1	0	6
28092	10	____	M	1	1	7
28097	3	____	F	1	0	4
28101	5	____	F	1	0	6
28111	2	____	F	1	1	4
28113	2	____	M	1	1	7
28117	3	____	M	1	0	6
28118	7	____	F	1	0	6
28123	3	____	M	1	0	1
28124	4	____	F	1	0	4
28128	4	____	F	1	0	4
28130	8		M	1	0	3
28132	6	____	M	1	0	7
28139	2	____	F	1	1	6
28141	5	____	F	1	0	7
28143	3	____	M	1	0	7
28144	2	____	M	1	0	4
28152	4	____	M	1	0	1
28154	2	____	F	1	0	5
28157	1	____	M	1	0	3
28163	2	____	M	1	0	3
28176	2	____	M	1	0	6
28178	4	____	F	1	1	7
28182	5		M	1	0	4
28186	6	____	M	1	1	6
28188	3	____	F	1	1	3
28214	18	____	F	1	1	1
28217	1	____	M	1	0	4
28218	2	____	F	1	0	2
28221	6	____	F	1	0	2
28224	2	____	F	1	0	5
28226	6		F	1	0	2
28229	2	____	F	1	0	6
28231	9	____	M	1	0	1
28235	8	____	F	1	0	2
28236	4	____	M	1	0	3
28242	10	____	M	1	1	1
28245	4	____	M	1	0	1
28260	4	____	F	1	0	2
28267	2	_____	M	1	0	4
28270	9	____	M	1	1	5
28273	2	____	M	1	0	6
28275	4	____	F	1	0	1
28286	2	____	F	1	0	2
28290	5	____	M	1	0	1
