id,project_is_approved
p030969,0.782
p160890,0.7773
p088728,0.4
p215227,0.7744
p035855,0.5244
p062878,0.779
p252328,0.7837
p127733,0.5464
p193100,0.748
p156750,0.7627
p213096,0.758
p105386,0.745
p160864,0.7227
p011072,0.7305
p077231,0.737
p175773,0.7705
p156879,0.7803
p210560,0.7764
p071807,0.743
p145711,0.7295
p226641,0.759
p065949,0.6455
p183985,0.7476
p254527,0.698
p119285,0.7783
p053527,0.7827
p007845,0.743
p147322,0.7803
p136658,0.7456
p181914,0.75
p123605,0.753
p159711,0.5674
p086198,0.7593
p139121,0.776
p007531,0.6514
p204061,0.5366
p185786,0.5737
p002873,0.7153
p087456,0.788
p058558,0.7524
p059231,0.461
p065024,0.7236
p162730,0.5776
p132919,0.7275
p044091,0.7524
p200758,0.7314
p109939,0.7627
p073235,0.758
p066541,0.629
p164277,0.7485
p164815,0.7266
p011827,0.6846
p157430,0.7764
p176208,0.7866
p157413,0.6704
p035813,0.753
p145091,0.661
p108520,0.7837
p213440,0.6772
p195549,0.7803
p159856,0.772
p161738,0.764
p086129,0.63
p152960,0.6357
p036871,0.6357
p117595,0.573
p155994,0.7656
p002149,0.4402
p245106,0.699
p217088,0.784
p152897,0.743
p068824,0.536
p207709,0.785
p060793,0.773
p105960,0.755
p064717,0.681
p197723,0.5986
p224078,0.6494
p251549,0.6133
p127618,0.786
p175661,0.7646
p167080,0.6924
p119246,0.724
p117290,0.691
p106952,0.7627
p017388,0.7485
p083858,0.79
p251517,0.767
p152505,0.6846
p236604,0.779
p205007,0.7085
p166580,0.5854
p112174,0.6533
p209101,0.763
p135903,0.7344
p088767,0.685
p228453,0.7197
p079821,0.7266
p082023,0.7393
p041587,0.5366
p120893,0.4805
p107922,0.7446
p134558,0.673
p232172,0.6533
p073778,0.7188
p247959,0.7085
p029173,0.7153
p072021,0.7007
p188112,0.7866
p163454,0.668
p185385,0.7446
p036781,0.7725
p034027,0.677
p248732,0.797
p057818,0.7627
p222776,0.715
p083346,0.7915
p161922,0.653
p248500,0.6865
p007938,0.785
p186563,0.7666
p172412,0.4575
p109657,0.6206
p238181,0.7524
p206516,0.6665
p058272,0.767
p095294,0.706
p220722,0.7173
p253593,0.732
p023698,0.7905
p036835,0.737
p131867,0.7524
p136489,0.7344
p230105,0.7524
p232108,0.755
p130146,0.665
p002490,0.768
p046269,0.6133
p134419,0.6846
p078296,0.749
p161696,0.764
p064617,0.7266
p007865,0.7266
p078812,0.792
p079253,0.5635
p115134,0.772
p037568,0.743
p035354,0.5244
p182472,0.7617
p137098,0.789
p103065,0.6904
p155135,0.7334
p097226,0.746
p043789,0.7417
p048549,0.652
p240318,0.6465
p050470,0.7476
p232126,0.7295
p086141,0.7905
p221505,0.7393
p138867,0.699
p206897,0.749
p012719,0.768
p110221,0.7876
p060382,0.7725
p067226,0.7446
p201005,0.6064
p183939,0.6113
p151234,0.4634
p128140,0.7236
p037215,0.507
p237219,0.78
p021295,0.7773
p196727,0.6377
p143544,0.7705
p177865,0.7783
p105998,0.6865
p049912,0.7695
p059420,0.7563
p084280,0.771
p116518,0.7026
p125438,0.716
p051311,0.7646
p147374,0.7627
p224600,0.655
p059972,0.7485
p248251,0.5586
p060184,0.708
p155814,0.711
p119134,0.6704
p137994,0.753
p209134,0.789
p225231,0.704
p235490,0.7144
p066494,0.78
p074321,0.7705
p153748,0.536
p254816,0.6636
p003564,0.7534
p059062,0.7676
p145286,0.78
p040209,0.659
p136903,0.689
p161476,0.785
p096453,0.784
p045428,0.7812
p236746,0.4907
p164098,0.643
p229564,0.7617
p024132,0.7783
p115709,0.72
p163119,0.7266
p117480,0.7646
p197563,0.789
p101313,0.693
p245993,0.754
p223236,0.7783
p046369,0.589
p063738,0.635
p230981,0.733
p252261,0.6445
p105323,0.7173
p158130,0.775
p125568,0.3748
p124201,0.675
p133261,0.7827
p026079,0.7144
p071361,0.6797
p010477,0.7314
p086235,0.7173
p008943,0.7764
p135172,0.7627
p151518,0.5923
p166277,0.794
p236837,0.772
p006930,0.7617
p168756,0.6836
p179173,0.71
p055033,0.7812
p103381,0.75
p210437,0.785
p179593,0.62
p052648,0.784
p067907,0.4458
p029421,0.622
p063920,0.5894
p032234,0.757
p038308,0.785
p244211,0.7773
p117610,0.7705
p259345,0.686
p009056,0.776
p113782,0.583
p055628,0.745
p176738,0.725
p099933,0.7915
p072187,0.632
p000258,0.7896
p127719,0.4524
p090743,0.7695
p022495,0.6606
p069205,0.6577
p160020,0.728
p080627,0.758
p065831,0.7646
p101244,0.6885
p246806,0.521
p244547,0.714
p096591,0.754
p160138,0.754
p190247,0.599
p248653,0.7783
p082180,0.4543
p062342,0.7056
p065749,0.7617
p078029,0.7085
p039957,0.789
p034265,0.792
p254389,0.7476
p034711,0.7104
p221219,0.776
p181795,0.699
p188216,0.6914
p026909,0.7314
p047397,0.6357
p111073,0.7515
p131906,0.724
p036117,0.716
p140931,0.7876
p123132,0.7803
p254287,0.672
p036955,0.692
p251045,0.7314
p164905,0.7646
p171529,0.7295
p013507,0.7314
p033467,0.7695
p205863,0.7617
p067616,0.705
p189991,0.5713
p168041,0.7554
p083163,0.659
p027869,0.728
p105121,0.621
p064152,0.775
p084158,0.7725
p124283,0.7046
p214749,0.659
p258505,0.6787
p254679,0.758
p076630,0.7705
p172190,0.7544
p023355,0.7534
p001416,0.5923
p154278,0.772
p230533,0.659
p044634,0.7407
p120553,0.7783
p185321,0.4915
p122017,0.7803
p079786,0.7144
p168850,0.6826
p214635,0.7017
p211625,0.754
p200283,0.7607
p127078,0.6416
p147389,0.565
p162158,0.4438
p028273,0.753
p065676,0.7305
p108562,0.757
p006296,0.7744
p075614,0.718
p093158,0.6084
p095530,0.7744
p210761,0.7827
p057518,0.758
p191282,0.798
p120014,0.628
p150801,0.7134
p013738,0.788
p043527,0.711
p195623,0.673
p116048,0.6743
p165593,0.7837
p154148,0.69
p196330,0.7466
p222055,0.6226
p044986,0.763
p183621,0.689
p018901,0.726
p208178,0.728
p143066,0.7383
p032719,0.6875
p250409,0.7124
p164749,0.7686
p103957,0.7305
p078301,0.7827
p206517,0.7744
p239045,0.775
p025664,0.747
p106079,0.7593
p066679,0.4968
p147828,0.6646
p091763,0.6045
p128826,0.661
p034414,0.7656
p108444,0.6494
p108083,0.742
p116065,0.737
p099267,0.577
p237834,0.733
p145949,0.7773
p155009,0.758
p120810,0.753
p087034,0.7065
p160023,0.7295
p167214,0.7437
p150795,0.7803
p067173,0.7505
p232417,0.762
p196395,0.681
p074070,0.7646
p060989,0.767
p132715,0.7686
p251746,0.7534
p021975,0.6577
p042308,0.713
p076275,0.745
p008456,0.743
p139735,0.7275
p223442,0.6084
p223248,0.714
p045302,0.7646
p200082,0.5337
p057524,0.732
p093404,0.7812
p143139,0.6587
p048923,0.675
p147332,0.779
p122672,0.745
p088746,0.707
p127111,0.706
p020197,0.5815
p222236,0.522
p003429,0.793
p105933,0.6123
p229227,0.5264
p157046,0.713
p115959,0.6978
p140199,0.7744
p147616,0.7734
p076164,0.544
p008459,0.7476
p022881,0.545
p221556,0.78
p133764,0.6997
p052720,0.6885
p235629,0.763
p243773,0.7866
p108771,0.6587
p171726,0.737
p042755,0.5244
p193540,0.7656
p200577,0.729
p254491,0.6787
p044780,0.767
p131936,0.7085
p256306,0.7695
p014183,0.7734
p046088,0.6846
p012358,0.584
p007557,0.742
p073841,0.7563
p037921,0.697
p178128,0.78
p055968,0.792
p166659,0.76
p025471,0.505
p159201,0.712
p087835,0.64
p082683,0.725
p099516,0.771
p125951,0.712
p020365,0.7666
p115998,0.6265
p125637,0.689
p242663,0.767
p012111,0.7075
p136602,0.695
p191831,0.786
p076548,0.7744
p158168,0.5986
p074506,0.4644
p094227,0.788
p043898,0.713
p028110,0.767
p170818,0.7812
p169424,0.7866
p029383,0.6914
p085935,0.6514
p087547,0.5957
p137396,0.6606
p054770,0.648
p042175,0.751
p002990,0.768
p239767,0.7393
p198803,0.758
p238493,0.755
p051025,0.544
p089888,0.411
p167938,0.6147
p016806,0.7686
p182925,0.4004
p247512,0.775
p016134,0.7607
p140278,0.673
p153482,0.7373
p241636,0.7124
p139412,0.785
p058475,0.64
p077784,0.7876
p118712,0.573
p149655,0.632
p140032,0.789
p053481,0.7295
p131869,0.6777
p221984,0.763
p194921,0.78
p248049,0.7915
p027579,0.75
p093852,0.757
p228461,0.7373
p000419,0.504
p031289,0.788
p030014,0.6064
p129408,0.758
p182196,0.4937
p023959,0.75
p230657,0.624
p144867,0.7124
p098696,0.588
p168613,0.7666
p256116,0.754
p031739,0.569
p104871,0.751
p242029,0.745
p241098,0.5244
p177520,0.6836
p224495,0.747
p250533,0.4507
p170518,0.7324
p254375,0.767
p138687,0.7314
p026833,0.768
p135716,0.712
p037234,0.7764
p134971,0.671
p245125,0.737
p094797,0.7373
p243121,0.7363
p164632,0.7373
p233989,0.725
p025100,0.6655
p044111,0.496
p022371,0.7017
p106364,0.6807
p076954,0.641
p191325,0.736
p107306,0.532
p004524,0.5254
p189326,0.7754
p048568,0.7803
p084670,0.772
p232119,0.704
p039146,0.737
p136987,0.7476
p204413,0.7695
p185732,0.719
p070114,0.5947
p053000,0.4727
p051074,0.545
p156646,0.509
p167345,0.6587
p185590,0.7017
p227643,0.7344
p187396,0.7275
p119632,0.698
p138762,0.667
p156711,0.7666
p078547,0.7803
p016444,0.733
p255543,0.746
p228644,0.764
p129475,0.7275
p151848,0.7617
p069726,0.6436
p037159,0.772
p176930,0.7764
p050255,0.626
p241943,0.7812
p072573,0.505
p028997,0.7266
p080795,0.5444
p101908,0.7383
p015865,0.72
p048079,0.741
p213830,0.7593
p154936,0.6924
p072569,0.7524
p102044,0.771
p139598,0.6377
p131011,0.694
p202965,0.771
p246997,0.7827
p063555,0.6494
p121972,0.4966
p187131,0.6797
p071592,0.7583
p102895,0.768
p224601,0.689
p137147,0.768
p248185,0.6226
p103072,0.7617
p043502,0.7666
p145428,0.7686
p112066,0.704
p112022,0.5576
p143242,0.6772
p022071,0.775
p201237,0.7065
p105820,0.7056
p102803,0.694
p124028,0.7666
p035280,0.5625
p150397,0.7734
p070622,0.698
p060298,0.759
p057632,0.7046
p107055,0.746
p052146,0.771
p135775,0.5786
p201088,0.6875
p130676,0.5425
p112678,0.7593
p246290,0.6274
p033023,0.784
p180242,0.7446
p130440,0.5747
p100298,0.5806
p037219,0.4954
p161254,0.7354
p131886,0.767
p207161,0.749
p058098,0.794
p030254,0.7803
p128439,0.7173
p038581,0.6885
p001479,0.693
p259104,0.733
p023403,0.7725
p056345,0.6206
p150015,0.6777
p118906,0.763
p131122,0.751
p125454,0.7646
p027573,0.7197
p030881,0.737
p045291,0.728
p131825,0.775
p111832,0.7373
p033193,0.753
p173609,0.772
p047446,0.5913
p193075,0.547
p106613,0.7744
p163633,0.7656
p050252,0.7383
p036169,0.726
p152195,0.7246
p132990,0.7676
p098264,0.7744
p025182,0.708
p190534,0.5454
p199438,0.7915
p192753,0.7705
p147866,0.6055
p083019,0.6484
p097313,0.697
p186990,0.6045
p027026,0.7734
p232128,0.7124
p198712,0.4636
p151641,0.7344
p108619,0.7866
p177507,0.585
p257205,0.7515
p094879,0.747
p043109,0.7764
p146197,0.707
p018171,0.7485
p138207,0.4102
p066811,0.7812
p003729,0.775
p036552,0.7163
p074780,0.772
p164923,0.7197
p027201,0.714
p241078,0.743
p257144,0.5215
p184962,0.7734
p247409,0.784
p049164,0.636
p140316,0.7603
p090760,0.757
p009213,0.676
p167770,0.78
p103624,0.7236
p106262,0.7544
p060956,0.551
p000444,0.767
p240774,0.7344
p130094,0.684
p228327,0.7407
p183550,0.727
p042809,0.511
p067097,0.784
p218719,0.753
p004216,0.753
p031080,0.7803
p102890,0.718
p168626,0.6763
p115022,0.7334
p152770,0.733
p202775,0.7026
p014513,0.5615
p189801,0.7305
p080888,0.733
p149672,0.664
p197469,0.7354
p215326,0.768
p107377,0.694
p019328,0.5537
p011740,0.772
p017452,0.7466
p218889,0.503
p172665,0.7686
p103626,0.6685
p212643,0.6704
p136454,0.741
p048605,0.732
p169378,0.737
p111903,0.725
p007324,0.768
p067425,0.712
p117458,0.668
p061652,0.7603
p007840,0.6436
p168166,0.5244
p079067,0.5225
p235381,0.7666
p107286,0.7314
p040665,0.75
p161698,0.772
p020505,0.714
p095190,0.759
p142404,0.612
p215329,0.741
p029659,0.6675
p051607,0.6562
p031590,0.496
p151525,0.747
p106356,0.6816
p212162,0.4773
p027965,0.659
p202314,0.7876
p205880,0.7295
p167441,0.751
p062389,0.6045
p109159,0.7505
p074818,0.746
p014091,0.661
p025879,0.7437
p119370,0.7607
p150266,0.7603
p024465,0.788
p135823,0.6772
p094020,0.6846
p114966,0.511
p252865,0.651
p094463,0.759
p242528,0.69
p014822,0.7607
p122667,0.7783
p099453,0.7876
p005132,0.729
p043156,0.775
p217087,0.755
p168830,0.763
p102407,0.6523
p136598,0.548
p240570,0.567
p026181,0.763
p197690,0.6616
p100050,0.714
p259301,0.7783
p136281,0.631
p144531,0.7563
p063221,0.79
p005946,0.573
p130436,0.7686
p047592,0.7524
p037382,0.4915
p134829,0.784
p026145,0.753
p210731,0.704
p011197,0.7485
p131634,0.7686
p187650,0.771
p207998,0.765
p258533,0.7
p155195,0.7812
p016293,0.643
p099454,0.758
p047517,0.745
p074941,0.7666
p133359,0.6807
p023543,0.6943
p141422,0.753
p070288,0.62
p002551,0.758
p085209,0.708
p204065,0.695
p045284,0.3943
p247422,0.721
p162689,0.7803
p020718,0.76
p086500,0.644
p081877,0.6587
p181521,0.7695
p157742,0.721
p146065,0.733
p151572,0.751
p127615,0.7627
p126152,0.7856
p008960,0.6846
p183056,0.716
p048534,0.6436
p048067,0.763
p229409,0.7275
p105117,0.8
p253026,0.6694
p258668,0.587
p157911,0.7095
p073180,0.5854
p073592,0.693
p020336,0.538
p139005,0.776
p174380,0.5596
p083147,0.7485
p056434,0.7734
p134718,0.714
p207625,0.704
p027960,0.585
p022056,0.7695
p018844,0.7256
p221773,0.784
p045754,0.6807
p135291,0.4297
p122259,0.661
p246567,0.677
p115400,0.7354
p057274,0.7646
p182062,0.659
p104098,0.542
p206097,0.6445
p022131,0.5786
p151598,0.7617
p106128,0.7725
p119408,0.7783
p249321,0.768
p231488,0.6875
p189578,0.7446
p186661,0.6953
p116160,0.6367
p156654,0.74
p204125,0.7705
p123808,0.7026
p191989,0.548
p137745,0.714
p191367,0.6235
p114425,0.7734
p210530,0.757
p190706,0.793
p064470,0.5483
p027519,0.5938
p252888,0.755
p247727,0.7646
p225491,0.53
p206471,0.751
p242392,0.6875
p256544,0.6704
p048416,0.764
p076637,0.4949
p231435,0.5415
p096650,0.767
p244850,0.663
p205307,0.62
p100120,0.7783
p072042,0.682
p145145,0.7563
p027118,0.7954
p155034,0.5957
p098170,0.66
p254254,0.7134
p011016,0.775
p045932,0.742
p204179,0.7837
p120251,0.776
p016514,0.7163
p246518,0.759
p167825,0.698
p078603,0.639
p209959,0.741
p086930,0.764
p219570,0.764
p180319,0.772
p041521,0.365
p032229,0.7695
p026773,0.6943
p214927,0.633
p226966,0.6562
p045696,0.661
p155133,0.7603
p003959,0.7627
p230309,0.633
p009947,0.4453
p152154,0.7393
p177801,0.776
p066609,0.728
p154944,0.786
p113778,0.681
p091858,0.591
p116618,0.7383
p148673,0.7876
p022667,0.706
p062580,0.5146
p138486,0.6436
p192027,0.7515
p052571,0.741
p212345,0.764
p043162,0.772
p052241,0.63
p017431,0.7017
p245438,0.7803
p228296,0.7764
p138559,0.611
p076907,0.718
p163925,0.759
p065213,0.7764
p248140,0.786
p195617,0.7725
p189497,0.7734
p078693,0.7446
p199390,0.7725
p249028,0.754
p043062,0.664
p112023,0.706
p123036,0.6357
p225660,0.6865
p204854,0.6865
p231004,0.742
p115390,0.6577
p194959,0.7227
p216560,0.7114
p056476,0.746
p198441,0.6514
p169667,0.7686
p117423,0.753
p127739,0.708
p019206,0.7373
p083631,0.625
p036810,0.759
p196745,0.7764
p117418,0.639
p076810,0.659
p174385,0.7544
p174006,0.745
p074216,0.758
p247796,0.759
p066392,0.5293
p196774,0.5366
p177686,0.659
p076638,0.6875
p125366,0.693
p058947,0.7764
p206855,0.7573
p140386,0.725
p071813,0.7686
p083037,0.7305
p113548,0.58
p196922,0.784
p108449,0.667
p025805,0.727
p055613,0.732
p251641,0.767
p134513,0.7607
p208983,0.7485
p226002,0.737
p229586,0.745
p195956,0.7197
p241321,0.7275
p034939,0.6367
p142369,0.764
p013103,0.741
p153138,0.736
p179791,0.753
p007568,0.7905
p227024,0.764
p042772,0.7812
p216541,0.7764
p020048,0.7695
p165080,0.7266
p059598,0.6904
p002051,0.7383
p043812,0.7593
p250589,0.7334
p020168,0.632
p022201,0.7188
p191279,0.6475
p068254,0.6216
p074136,0.593
p103613,0.507
p202404,0.754
p133031,0.684
p188354,0.7046
p135651,0.768
p039262,0.788
p125001,0.7866
p066680,0.6143
p083866,0.5234
p175372,0.7705
p227286,0.476
p237558,0.5225
p189964,0.586
p124974,0.7744
p038082,0.76
p215963,0.706
p226684,0.693
p120587,0.7397
p174011,0.752
p102370,0.779
p255076,0.606
p172344,0.724
p093189,0.775
p002069,0.75
p027054,0.575
p090398,0.711
p111951,0.628
p016183,0.7773
p014590,0.6543
p170487,0.708
p176760,0.698
p182635,0.6304
p246724,0.6025
p051662,0.6655
p143205,0.664
p216200,0.7666
p035013,0.7666
p023937,0.7617
p016973,0.62
p100190,0.7383
p060248,0.767
p238347,0.7637
p199172,0.7485
p170831,0.7334
p254420,0.738
p031614,0.729
p220724,0.758
p067522,0.745
p041150,0.659
p086951,0.507
p012093,0.7686
p009346,0.7603
p131743,0.772
p155491,0.753
p210085,0.7773
p130786,0.7764
p027055,0.6343
p162663,0.7827
p170602,0.764
p068420,0.78
p146735,0.75
p220852,0.76
p092164,0.7617
p224681,0.5483
p228262,0.741
p236893,0.688
p002010,0.701
p247962,0.749
p176196,0.7754
p025873,0.6367
p166448,0.776
p119909,0.785
p230493,0.603
p088431,0.7803
p069518,0.7705
p132222,0.7373
p106799,0.78
p146068,0.767
p117706,0.771
p115835,0.7773
p027764,0.386
p198520,0.7383
p178283,0.7773
p116337,0.792
p112389,0.708
p192941,0.5483
p124388,0.7617
p147569,0.7773
p216028,0.7734
p122081,0.6523
p084664,0.671
p108245,0.685
p115178,0.5605
p186805,0.688
p204091,0.7617
p056182,0.718
p092195,0.7764
p105626,0.698
p199250,0.7603
p157290,0.782
p208223,0.786
p046020,0.602
p213091,0.4058
p049730,0.769
p022822,0.5977
p132259,0.5815
p197895,0.5293
p015155,0.7695
p258799,0.761
p033863,0.785
p045227,0.7783
p247417,0.6675
p013511,0.7017
p173340,0.7646
p095162,0.7705
p064264,0.563
p062534,0.7656
p072565,0.6924
p103399,0.635
p053655,0.702
p095500,0.776
p080042,0.718
p172575,0.6743
p055517,0.702
p198854,0.6084
p038852,0.7666
p211194,0.768
p209917,0.744
p090421,0.7607
p244265,0.7646
p206023,0.763
p207446,0.7446
p003555,0.754
p206729,0.714
p155392,0.728
p201280,0.754
p095282,0.715
p046642,0.72
p035636,0.767
p197634,0.751
p078088,0.741
p139055,0.511
p210593,0.784
p171911,0.7656
p110339,0.732
p092792,0.59
p236150,0.7705
p217755,0.7227
p127254,0.7783
p028277,0.7686
p109564,0.733
p128576,0.625
p229107,0.792
p028031,0.704
p098352,0.611
p023532,0.7407
p203716,0.7734
p068451,0.755
p085609,0.659
p219690,0.768
p116408,0.502
p202703,0.7764
p224025,0.741
p035823,0.7524
p202952,0.694
p121196,0.7866
p228312,0.6787
p060014,0.673
p219591,0.529
p252709,0.6914
p229025,0.436
p259292,0.7905
p217217,0.7446
p102791,0.7305
p249693,0.6274
p220088,0.747
p228343,0.75
p016557,0.54
p200681,0.6445
p013276,0.7725
p001885,0.681
p229019,0.7803
p005387,0.7686
p032151,0.56
p024657,0.7217
p088402,0.665
p089079,0.7607
p063684,0.7617
p249319,0.74
p172849,0.649
p149450,0.7305
p208192,0.5996
p244299,0.7866
p118648,0.587
p147955,0.708
p249611,0.57
p135739,0.715
p246673,0.7373
p212849,0.763
p136776,0.706
p210581,0.4688
p235124,0.7607
p174604,0.753
p072570,0.5225
p174176,0.771
p071808,0.777
p016708,0.718
p026563,0.7153
p113175,0.776
p113809,0.686
p038930,0.7656
p247531,0.66
p100940,0.6904
p114587,0.744
p124507,0.717
p114750,0.7563
p205506,0.6714
p087888,0.4949
p191724,0.663
p088783,0.782
p177297,0.5405
p062094,0.7007
p068373,0.7656
p234840,0.64
p228130,0.591
p027983,0.7183
p135058,0.661
p243798,0.6953
p207442,0.7744
p130126,0.698
p225097,0.7603
p077259,0.751
p115406,0.699
p047369,0.6787
p149562,0.6104
p248695,0.743
p162032,0.754
p096624,0.784
p045800,0.7905
p134296,0.7354
p134253,0.7305
p130535,0.376
p121697,0.729
p162855,0.747
p005835,0.7554
p029865,0.7383
p085484,0.7944
p178352,0.6484
p085392,0.7285
p071848,0.7095
p034098,0.657
p159583,0.749
p183715,0.6143
p219069,0.6084
p047540,0.7334
p219959,0.6987
p220488,0.6597
p184594,0.7373
p023651,0.4595
p236307,0.7446
p178023,0.7593
p174539,0.6846
p039305,0.4329
p229211,0.776
p093976,0.743
p124110,0.782
p195015,0.7827
p069961,0.7607
p178552,0.697
p056008,0.7646
p124434,0.7725
p085047,0.7266
p174173,0.686
p124206,0.753
p009108,0.75
p119374,0.575
p050321,0.7153
p170922,0.759
p190130,0.7705
p033042,0.5225
p029113,0.7485
p052912,0.628
p183290,0.585
p131189,0.776
p198391,0.6826
p137918,0.7666
p026868,0.6533
p024865,0.7915
p007996,0.4536
p194463,0.5894
p141694,0.634
p120883,0.678
p237207,0.7554
p225877,0.6987
p080838,0.673
p133647,0.7085
p100101,0.7607
p010078,0.7163
p176011,0.7827
p164094,0.7354
p184736,0.776
p133124,0.741
p015178,0.71
p045776,0.7554
p141729,0.7446
p083822,0.7593
p084056,0.7563
p228339,0.6924
p143579,0.7695
p162744,0.7656
p115775,0.751
p134606,0.6904
p244801,0.7627
p089887,0.6606
p204868,0.697
p022730,0.7485
p171141,0.7515
p017217,0.5913
p253685,0.533
p163673,0.7197
p102801,0.7593
p102762,0.779
p202385,0.707
p019578,0.757
p230759,0.6455
p012848,0.775
p218782,0.716
p159539,0.742
p177433,0.732
p219861,0.7017
p053320,0.696
p244816,0.771
p238075,0.7183
p157005,0.7866
p069153,0.7827
p221498,0.604
p219226,0.5024
p028802,0.4692
p253122,0.764
p214636,0.6743
p255844,0.7593
p082065,0.7764
p122639,0.6304
p107394,0.7617
p016584,0.7876
p231074,0.754
p046014,0.706
p111351,0.5586
p206115,0.7476
p259365,0.754
p008918,0.5845
p100714,0.5615
p023277,0.747
p230546,0.74
p223909,0.779
p177417,0.745
p219012,0.6743
p127869,0.743
p120839,0.7686
p016193,0.6484
p183100,0.779
p021667,0.6465
p152107,0.7173
p104410,0.775
p075913,0.534
p135980,0.683
p069478,0.578
p128645,0.634
p194875,0.442
p022258,0.7764
p196097,0.75
p139987,0.659
p159254,0.758
p031978,0.517
p185159,0.685
p173874,0.673
p025036,0.705
p008400,0.5977
p100782,0.7275
p238297,0.733
p031204,0.7314
p219084,0.6826
p152923,0.6807
p162010,0.7056
p252117,0.7676
p180348,0.6553
p109510,0.738
p182189,0.7686
p229007,0.7603
p216869,0.706
p238424,0.7554
p220035,0.751
p061870,0.714
p182284,0.782
p220541,0.7065
p007917,0.671
p049348,0.7246
p175837,0.763
p080794,0.758
p130909,0.786
p130054,0.6445
p064018,0.607
p177269,0.6577
p083684,0.7783
p042714,0.7686
p192916,0.782
p114380,0.7764
p119853,0.624
p181596,0.7383
p244887,0.7197
p124673,0.7637
p208629,0.583
p030125,0.6987
p195933,0.7603
p004160,0.7446
p077880,0.7783
p016082,0.7744
p157066,0.6465
p119641,0.79
p069575,0.763
p027188,0.7275
p117826,0.716
p226797,0.681
p035760,0.7563
p189219,0.7764
p185648,0.794
p059478,0.786
p157529,0.7705
p180764,0.73
p095595,0.7437
p252184,0.4922
p248059,0.7627
p176505,0.555
p071267,0.5264
p252929,0.771
p111985,0.715
p012770,0.7476
p065659,0.771
p074712,0.771
p148348,0.764
p227594,0.7437
p123756,0.7485
p200761,0.7656
p139869,0.6104
p174357,0.751
p185476,0.6553
p017578,0.789
p206137,0.775
p013378,0.7666
p178313,0.763
p210556,0.736
p180720,0.753
p107388,0.7593
p160694,0.6396
p078323,0.788
p032621,0.6714
p065387,0.7603
p183098,0.7153
p225592,0.7734
p069718,0.7314
p149233,0.789
p202746,0.521
p160300,0.71
p110325,0.7627
p051268,0.698
p079695,0.7393
p115083,0.733
p116379,0.751
p070964,0.746
p257987,0.7705
p142268,0.764
p053734,0.724
p152679,0.788
p187790,0.6475
p141935,0.657
p083471,0.7217
p185048,0.7217
p058195,0.7695
p045335,0.7764
p078070,0.6924
p002206,0.7163
p082387,0.6987
p135339,0.78
p073218,0.6904
p240919,0.652
p191702,0.7876
p207758,0.794
p078166,0.715
p110663,0.4524
p150208,0.7827
p241599,0.6016
p063975,0.759
p177133,0.6543
p183483,0.743
p075059,0.718
p104314,0.663
p240094,0.7114
p246488,0.757
p249437,0.7705
p119737,0.5166
p254500,0.6436
p215536,0.796
p138566,0.782
p041432,0.7764
p220757,0.512
p163687,0.7607
p169023,0.784
p251918,0.6465
p103179,0.6885
p038360,0.597
p081333,0.724
p034990,0.6655
p139930,0.6533
p182323,0.6924
p239152,0.6533
p030683,0.6943
p107600,0.728
p048068,0.7563
p166133,0.479
p259009,0.785
p035575,0.6606
p112343,0.757
p054342,0.7544
p257118,0.7046
p227289,0.7437
p217470,0.7427
p091307,0.6143
p196098,0.711
p075357,0.753
p148395,0.788
p174129,0.7207
p177843,0.6895
p054010,0.7075
p176687,0.784
p165688,0.7295
p048645,0.7646
p140856,0.6743
p121922,0.7954
p241906,0.758
p224815,0.775
p040256,0.657
p159232,0.755
p209448,0.6396
p094458,0.5444
p003901,0.663
p231890,0.558
p078945,0.7554
p211079,0.7725
p024763,0.776
p126416,0.765
p140263,0.6978
p041610,0.5527
p103422,0.587
p020673,0.676
p063275,0.7764
p116845,0.711
p154552,0.719
p009020,0.6826
p072801,0.6875
p109905,0.788
p187608,0.626
p174558,0.7905
p193932,0.768
p165218,0.7764
p234217,0.568
p254791,0.6826
p225042,0.7827
p239971,0.7725
p134044,0.7134
p211794,0.7705
p010169,0.776
p209247,0.6978
p085956,0.7437
p188775,0.7095
p087605,0.7603
p130175,0.583
p233851,0.758
p077956,0.711
p259821,0.793
p156300,0.742
p169209,0.7734
p181325,0.628
p242970,0.755
p023888,0.743
p204689,0.732
p065880,0.7734
p145993,0.712
p186389,0.744
p054190,0.7095
p022235,0.742
p186139,0.7705
p110497,0.779
p095891,0.697
p067369,0.717
p249902,0.725
p148759,0.702
p180925,0.4524
p079797,0.6846
p096314,0.6367
p069293,0.65
p102680,0.776
p063503,0.4976
p175184,0.753
p248337,0.693
p013777,0.7627
p016520,0.78
p000656,0.7256
p201141,0.789
p252666,0.7725
p191110,0.702
p228779,0.7607
p207980,0.685
p139563,0.7383
p254538,0.748
p182529,0.624
p081718,0.6733
p151986,0.7837
p019930,0.6294
p019734,0.6265
p250588,0.6436
p209283,0.7734
p011251,0.704
p246570,0.7656
p240214,0.785
p135240,0.754
p185968,0.7275
p103136,0.6963
p252260,0.7524
p092251,0.6377
p124971,0.7197
p253016,0.7725
p155863,0.716
p171703,0.7173
p083333,0.7295
p053493,0.6943
p126473,0.4956
p108903,0.708
p171145,0.755
p161226,0.7627
p242703,0.7725
p001815,0.784
p189572,0.724
p165285,0.7393
p055347,0.711
p159072,0.7646
p239080,0.7725
p173267,0.7354
