id,project_is_approved
p005573,0.7236
p213652,0.8438
p206759,0.788
p055697,0.846
p248879,0.7354
p199543,0.828
p019639,0.6665
p165830,0.623
p126021,0.4023
p201216,0.7944
p132843,0.63
p194355,0.8467
p134402,0.837
p104854,0.8037
p057244,0.789
p082655,0.8545
p249427,0.8438
p100867,0.795
p178749,0.7705
p244410,0.7363
p201897,0.757
p040581,0.7173
p038218,0.707
p091841,0.5986
p080300,0.64
p111425,0.7705
p004462,0.8296
p226900,0.868
p025923,0.8335
p212690,0.8687
p257455,0.782
p125457,0.835
p237247,0.843
p214047,0.732
p168121,0.7954
p251330,0.7725
p198752,0.833
p003039,0.8193
p112765,0.7905
p020567,0.6514
p251308,0.716
p234479,0.7837
p003606,0.7812
p030693,0.803
p078300,0.8447
p143498,0.827
p233014,0.719
p209944,0.8174
p159475,0.849
p201368,0.728
p206472,0.7217
p162630,0.708
p090387,0.702
p089121,0.7324
p014404,0.721
p097692,0.737
p230485,0.589
p175813,0.7744
p047929,0.8438
p232644,0.8335
p144887,0.4856
p254783,0.811
p044471,0.841
p162715,0.784
p152765,0.6963
p258937,0.7817
p137253,0.7134
p002757,0.8516
p248673,0.708
p035351,0.669
p106237,0.8022
p063773,0.832
p020684,0.8228
p138185,0.8525
p108186,0.8174
p093206,0.786
p167572,0.622
p140039,0.5986
p230018,0.7275
p169132,0.7344
p224780,0.7983
p038153,0.846
p214702,0.796
p040999,0.765
p088385,0.698
p253812,0.758
p154950,0.7393
p254358,0.8467
p043289,0.8633
p071333,0.8
p043031,0.784
p143009,0.5015
p197809,0.85
p111661,0.8335
p040083,0.818
p171858,0.686
p257870,0.6006
p164583,0.841
p048861,0.81
p210505,0.7627
p011233,0.506
p115757,0.6284
p015672,0.8447
p058775,0.71
p153411,0.595
p145226,0.734
p185412,0.786
p100110,0.755
p159944,0.7207
p000617,0.622
p205385,0.751
p192803,0.833
p145399,0.8604
p237412,0.692
p008110,0.7866
p156097,0.7666
p150025,0.4075
p016325,0.8203
p010032,0.5576
p104604,0.721
p033753,0.8076
p164608,0.68
p062346,0.79
p245969,0.611
p239376,0.832
p141675,0.8154
p015101,0.7705
p242752,0.76
p102482,0.7354
p235336,0.801
p088731,0.7705
p027783,0.6675
p216137,0.828
p130779,0.835
p159725,0.745
p127427,0.825
p047434,0.652
p181685,0.642
p040033,0.8447
p195963,0.6025
p160433,0.8135
p000728,0.7104
p248483,0.7266
p195586,0.861
p152616,0.71
p069188,0.6177
p064676,0.673
p213110,0.793
p079427,0.858
p031865,0.6045
p087669,0.833
p082299,0.5615
p128395,0.818
p227103,0.7563
p107513,0.7905
p070576,0.765
p008511,0.6406
p089537,0.522
p073605,0.849
p130468,0.8076
p038936,0.8633
p020794,0.559
p256597,0.8555
p015328,0.7803
p172158,0.8467
p218102,0.7764
p227036,0.716
p173613,0.8345
p211389,0.7803
p000600,0.7954
p067624,0.5337
p202948,0.819
p171866,0.841
p256395,0.78
p178399,0.7817
p147659,0.6626
p197515,0.559
p153206,0.728
p232374,0.858
p088836,0.661
p151916,0.7383
p168536,0.794
p253618,0.5947
p038119,0.8047
p202191,0.7554
p250474,0.794
p040490,0.598
p151993,0.56
p130511,0.669
p045280,0.708
p249444,0.663
p238559,0.8506
p073219,0.353
p058322,0.7163
p141287,0.853
p135164,0.8584
p051668,0.8423
p077283,0.8164
p100019,0.8525
p107165,0.8125
p230722,0.8306
p174638,0.639
p116926,0.8447
p159734,0.831
p014216,0.645
p048558,0.6416
p105158,0.8594
p235703,0.8604
p210781,0.667
p031556,0.8257
p136962,0.845
p055054,0.828
p009036,0.8545
p169298,0.6484
p179277,0.7256
p172002,0.6606
p113144,0.706
p189187,0.4556
p084330,0.796
p239396,0.7944
p085551,0.7974
p197473,0.4766
p002257,0.8135
p038376,0.459
p168814,0.591
p128511,0.756
p117803,0.801
p089843,0.569
p053421,0.8047
p122266,0.8086
p072317,0.8
p202650,0.8164
p122351,0.667
p102529,0.668
p240514,0.8486
p023596,0.839
p122442,0.4993
p096813,0.8257
p028639,0.664
p259742,0.8037
p045748,0.8306
p189382,0.84
p082754,0.8037
p121999,0.7383
p117948,0.764
p047545,0.7017
p079851,0.861
p178845,0.756
p069899,0.4165
p083038,0.7944
p001202,0.786
p024089,0.831
p240598,0.6123
p242154,0.819
p161823,0.828
p037659,0.693
p012895,0.71
p086719,0.7695
p161847,0.8267
p067400,0.8125
p018155,0.757
p249166,0.841
p108196,0.5205
p186412,0.7764
p013110,0.8467
p245074,0.6694
p007709,0.8125
p130635,0.7197
p150531,0.6987
p021430,0.7783
p250854,0.84
p226303,0.833
p033282,0.8257
p125768,0.755
p219361,0.737
p086441,0.8267
p063926,0.828
p091408,0.824
p135979,0.75
p178393,0.839
p222883,0.7827
p059009,0.6504
p112862,0.671
p131602,0.7627
p018110,0.4019
p084062,0.7983
p169135,0.8604
p213937,0.635
p122541,0.742
p230027,0.819
p045287,0.673
p052009,0.772
p043419,0.725
p215059,0.811
p047377,0.6514
p081464,0.617
p104103,0.84
p198848,0.861
p138503,0.624
p253292,0.6475
p125980,0.8213
p139253,0.7334
p033473,0.667
p031976,0.698
p089961,0.843
p018918,0.843
p150559,0.7373
p119947,0.836
p113593,0.77
p191504,0.7983
p081590,0.7383
p102015,0.835
p197635,0.5796
p117356,0.69
p147761,0.6045
p229660,0.8413
p187517,0.773
p171741,0.818
p218241,0.797
p179706,0.489
p017878,0.5156
p029258,0.8555
p242749,0.798
p124564,0.8164
p200169,0.717
p210167,0.772
p156061,0.7827
p138668,0.593
p098402,0.81
p237298,0.8413
p244397,0.8022
p091727,0.8374
p021649,0.771
p121469,0.8125
p162799,0.806
p068044,0.833
p256979,0.8516
p144175,0.8086
p248466,0.801
p079517,0.675
p253253,0.638
p207023,0.689
p045249,0.801
p178977,0.5615
p002718,0.759
p168684,0.818
p071460,0.849
p164701,0.7686
p254320,0.7827
p217080,0.792
p065257,0.7705
p007039,0.846
p069455,0.715
p037115,0.637
p039974,0.8022
p109901,0.7856
p045308,0.8267
p119731,0.8154
p254916,0.7876
p178051,0.7954
p033801,0.814
p002027,0.8413
p110734,0.845
p100364,0.4797
p155130,0.837
p152984,0.81
p250546,0.8115
p195001,0.832
p193011,0.76
p178959,0.709
p161600,0.634
p111042,0.8135
p016825,0.7437
p106412,0.8203
p102258,0.673
p237008,0.823
p207450,0.85
p229087,0.6797
p085920,0.7837
p069989,0.6304
p174994,0.706
p254486,0.824
p144665,0.787
p218709,0.8057
p028646,0.7783
p116040,0.8125
p126407,0.836
p032055,0.7324
p234227,0.736
p074591,0.5264
p128587,0.5127
p179801,0.827
p156527,0.8647
p166807,0.735
p026329,0.744
p104891,0.868
p147833,0.7656
p257479,0.797
p222081,0.738
p015238,0.5254
p101043,0.8228
p017902,0.4524
p179819,0.7935
p044319,0.6904
p108267,0.846
p152014,0.678
p044727,0.7344
p180025,0.6904
p241156,0.857
p002147,0.7764
p070270,0.6846
p023371,0.8335
p235588,0.747
p086984,0.8604
p219700,0.858
p093881,0.741
p097167,0.8267
p225045,0.736
p150210,0.759
p107214,0.8228
p175655,0.8037
p147967,0.676
p035860,0.7266
p236998,0.7974
p075948,0.731
p222625,0.749
p051095,0.8203
p161981,0.8296
p251352,0.791
p032078,0.4368
p180688,0.8257
p232725,0.532
p123191,0.745
p004034,0.7783
p044968,0.793
p201270,0.698
p115928,0.5835
p102345,0.7803
p232031,0.8486
p249864,0.7134
p007177,0.8022
p165883,0.6763
p008320,0.4878
p203688,0.85
p130703,0.654
p120832,0.8022
p211346,0.732
p220963,0.8306
p095981,0.4507
p062876,0.811
p159563,0.8257
p080063,0.7954
p059245,0.8486
p207056,0.818
p103794,0.81
p230761,0.8467
p073052,0.8267
p257321,0.7554
p154021,0.7764
p086665,0.768
p119807,0.702
p081005,0.737
p086652,0.66
p210098,0.534
p122832,0.706
p073521,0.7974
p181859,0.797
p161337,0.7817
p159102,0.833
p242600,0.5635
p110273,0.784
p190967,0.6265
p108933,0.76
p188380,0.6113
p147066,0.8345
p058374,0.666
p164745,0.823
p216194,0.8345
p120979,0.79
p102675,0.806
p192703,0.4695
p115701,0.659
p067699,0.7227
p065357,0.751
p257087,0.514
p071324,0.8213
p096474,0.603
p122959,0.753
p022154,0.849
p109250,0.8193
p008685,0.738
p090768,0.7373
p097347,0.8047
p154015,0.719
p012586,0.822
p235684,0.776
p037469,0.8594
p005246,0.498
p253398,0.686
p036533,0.831
p134631,0.791
p003220,0.788
p086870,0.679
p163760,0.8555
p177955,0.818
p141906,0.811
p019466,0.7427
p080516,0.4219
p094286,0.724
p191705,0.8047
p180388,0.814
p249147,0.713
p013986,0.7725
p089681,0.841
p091089,0.7793
p151195,0.555
p118035,0.794
p039854,0.8345
p209149,0.8516
p167187,0.7544
p047080,0.6514
p149613,0.814
p070345,0.759
p245812,0.822
p222814,0.6514
p051588,0.785
p029574,0.8413
p010842,0.835
p190251,0.7715
p226545,0.4224
p246084,0.7095
p122338,0.7163
p184606,0.79
p039641,0.7954
p230694,0.845
p180030,0.8384
p178254,0.754
p045900,0.7764
p090396,0.8477
p202407,0.7163
p110972,0.8174
p116860,0.798
p164699,0.803
p063050,0.7686
p191983,0.693
p056559,0.7793
p159300,0.7383
p041777,0.7485
p157599,0.8115
p138500,0.5107
p233091,0.8525
p244208,0.823
p126847,0.801
p101216,0.6113
p084074,0.7017
p096059,0.7095
p157084,0.824
p072153,0.8154
p056327,0.839
p130626,0.7915
p117020,0.761
p164130,0.837
p134385,0.815
p140731,0.81
p113956,0.8086
p209844,0.7866
p233583,0.5396
p237001,0.835
p205592,0.7573
p043343,0.8193
p149954,0.6597
p192934,0.785
p200567,0.8296
p126707,0.603
p162929,0.6904
p228378,0.8467
p230532,0.699
p053130,0.818
p005609,0.616
p187061,0.517
p059767,0.8657
p153186,0.861
p167049,0.7515
p030838,0.668
p084011,0.8174
p102314,0.8438
p145611,0.7373
p083273,0.7866
p023117,0.692
p146378,0.853
p106361,0.4883
p252614,0.546
p227754,0.8267
p043028,0.7085
p182244,0.786
p105364,0.8203
p250867,0.648
p089055,0.846
p078489,0.733
p213093,0.8467
p242229,0.84
p178575,0.737
p014786,0.8193
p133273,0.736
p180922,0.7314
p209670,0.806
p066976,0.4973
p196215,0.814
p195805,0.693
p031165,0.857
p117593,0.7656
p034938,0.729
p248749,0.5967
p149559,0.794
p018690,0.7812
p037128,0.8193
p173549,0.673
p163969,0.7744
p068024,0.81
p154075,0.7573
p016861,0.8213
p243860,0.8213
p236332,0.4922
p121310,0.626
p102951,0.837
p195886,0.7896
p004816,0.806
p225326,0.828
p196985,0.849
p003163,0.532
p208828,0.756
p084907,0.7993
p134133,0.8203
p059705,0.8
p118456,0.7007
p066563,0.757
p145817,0.719
p154060,0.715
p235835,0.8335
p148740,0.7964
p184458,0.6123
p104677,0.8438
p251381,0.794
p246178,0.589
p064403,0.837
p100598,0.591
p023772,0.843
p205625,0.7344
p053285,0.7725
p120299,0.554
p118062,0.845
p027077,0.798
p046825,0.8555
p164810,0.5547
p150359,0.8604
p033256,0.7744
p106610,0.759
p110550,0.7915
p022620,0.811
p022644,0.832
p167727,0.7993
p185855,0.6465
p164037,0.797
p004072,0.811
p009350,0.698
p228476,0.8335
p154006,0.801
p141898,0.7925
p094876,0.535
p048031,0.781
p065237,0.81
p225913,0.8564
p027056,0.7256
p043361,0.7134
p100239,0.5977
p116454,0.7637
p202450,0.8267
p019390,0.7812
p167204,0.776
p239877,0.7153
p098541,0.7773
p176246,0.7764
p102124,0.7114
p128268,0.7915
p097099,0.8486
p015066,0.8564
p035808,0.763
p148782,0.737
p032250,0.8345
p235248,0.835
p258717,0.7593
p205408,0.8604
p193329,0.758
p152158,0.735
p120789,0.7334
p124640,0.8125
p189371,0.8306
p052671,0.7725
p003886,0.7783
p004079,0.65
p221286,0.778
p194286,0.819
p177714,0.4863
p146115,0.579
p225959,0.7603
p042242,0.797
p232958,0.7837
p145160,0.7407
p135759,0.8115
p014071,0.822
p115188,0.8296
p146380,0.841
p036160,0.8696
p021151,0.7583
p153692,0.7686
p027327,0.4656
p197848,0.8125
p234041,0.7627
p076505,0.862
p029132,0.8135
p212827,0.807
p058628,0.756
p226706,0.755
p082133,0.8086
p227223,0.7617
p109696,0.8203
p036483,0.4336
p125428,0.7803
p179678,0.657
p237073,0.7983
p049400,0.7227
p224797,0.8174
p132009,0.7446
p088068,0.815
p214340,0.7725
p187615,0.735
p235024,0.777
p072491,0.828
p013951,0.536
p082534,0.6797
p134149,0.8438
p029794,0.8267
p103870,0.6157
p187594,0.762
p089043,0.818
p065300,0.807
p066471,0.4946
p075463,0.7183
p046445,0.776
p117432,0.7217
p220567,0.5986
p212828,0.513
p021136,0.797
p217714,0.825
p166162,0.8335
p156960,0.661
p144114,0.828
p252413,0.8096
p154726,0.661
p111069,0.81
p140923,0.645
p111010,0.8374
p129609,0.7197
p215000,0.7686
p257481,0.814
p117866,0.5557
p131506,0.7256
p056721,0.784
p022677,0.8486
p019603,0.5347
p034182,0.81
p101204,0.8696
p160518,0.7607
p234803,0.8447
p133884,0.7637
p208591,0.783
p240491,0.7646
p106009,0.749
p238632,0.8213
p070553,0.773
p086152,0.631
p177513,0.7373
p206580,0.775
p133816,0.7314
p236334,0.699
p108728,0.5146
p146114,0.7646
p081677,0.7437
p092910,0.6055
p169601,0.8267
p204622,0.6553
p132257,0.746
p033158,0.736
p116798,0.7246
p247808,0.806
p036643,0.7944
p193345,0.446
p103707,0.6685
p088322,0.8486
p206704,0.8267
p225029,0.775
p090725,0.593
p206558,0.818
p117913,0.831
p211285,0.862
p044246,0.828
p222418,0.7812
p004436,0.775
p060850,0.818
p184873,0.8594
p043464,0.738
p231878,0.682
p181996,0.7915
p112597,0.8296
p250011,0.8467
p258171,0.725
p092682,0.778
p237876,0.8447
p048636,0.802
p162599,0.8076
p245278,0.4675
p217533,0.7876
p080800,0.592
p208321,0.7876
p216815,0.797
p239071,0.7476
p020606,0.639
p135514,0.7554
p093662,0.742
p201424,0.7896
p144713,0.7812
p188166,0.6714
p256904,0.776
p023118,0.8174
p165893,0.7583
p242549,0.79
p174035,0.858
p137062,0.801
p016803,0.8096
p135114,0.632
p090983,0.803
p244634,0.6875
p179353,0.612
p107506,0.8135
p083129,0.712
p254772,0.858
p061548,0.806
p095291,0.7627
p172933,0.6924
p105317,0.8
p061634,0.8486
p024766,0.455
p164765,0.7734
p178644,0.803
p236396,0.7764
p244250,0.6655
p015972,0.7827
p206345,0.6943
p167353,0.7563
p000025,0.768
p207661,0.6567
p125757,0.7993
p181893,0.658
p080565,0.7095
p144745,0.7163
p164179,0.7876
p121312,0.8647
p041095,0.806
p195481,0.828
p219125,0.5693
p241035,0.85
p025144,0.681
p101721,0.8525
p236517,0.7886
p017214,0.6
p019728,0.8438
p167079,0.822
p112206,0.7935
p151811,0.796
p108922,0.825
p253896,0.4966
p174643,0.822
p097572,0.6904
p063810,0.831
p064759,0.833
p008800,0.688
p127294,0.776
p237271,0.7744
p100848,0.4844
p259725,0.6865
p104115,0.6943
p051346,0.771
p110051,0.69
p182806,0.71
p114055,0.841
p012820,0.829
p113621,0.7915
p206812,0.646
p126502,0.828
p089556,0.8345
p150978,0.4233
p043790,0.8438
p238948,0.763
p058126,0.7783
p073367,0.854
p056260,0.831
p140095,0.4702
p070995,0.81
p239308,0.768
p146090,0.8203
p057069,0.733
p195874,0.8096
p234203,0.6514
p219403,0.722
p052165,0.496
p144925,0.7197
p004381,0.836
p241854,0.822
p016006,0.734
p063763,0.6987
p129878,0.6436
p150059,0.634
p213080,0.755
p223783,0.7046
p134481,0.791
p005678,0.751
p124561,0.793
p232717,0.546
p091598,0.8516
p219016,0.8384
p149295,0.8604
p097760,0.8335
p036841,0.746
p249813,0.6143
p248513,0.8345
p226666,0.557
p254157,0.788
p214124,0.5044
p258050,0.581
p184019,0.6626
p115349,0.7324
p183580,0.5938
p190734,0.743
p194453,0.786
p027987,0.63
p013351,0.8076
p235140,0.705
p130720,0.6914
p014118,0.615
p162240,0.8154
p044293,0.4868
p089289,0.799
p258378,0.5415
p057057,0.8037
p031898,0.7515
p125137,0.8413
p146833,0.69
p122850,0.8174
p254386,0.828
p206092,0.833
p214824,0.7896
p224406,0.7827
p157632,0.629
p024911,0.8374
p174344,0.7217
p014285,0.525
p111600,0.7837
p064993,0.4426
p206216,0.8193
p178758,0.758
p020350,0.725
p028464,0.8228
p217145,0.6226
p041995,0.5796
p095549,0.542
p156993,0.638
p040602,0.8374
p095854,0.79
p184999,0.751
p116421,0.8154
p067108,0.822
p113245,0.815
p145972,0.6265
p149990,0.6455
p121996,0.776
p044885,0.623
p237013,0.7686
p084847,0.828
p129080,0.791
p182991,0.7607
p039491,0.845
p223311,0.4785
p145362,0.661
p002087,0.765
p001356,0.667
p037697,0.8467
p206083,0.8594
p098035,0.8096
p061381,0.7393
p184404,0.8564
p116799,0.85
p001850,0.704
p124617,0.8135
p080026,0.792
p257483,0.357
p178022,0.8213
p159117,0.5835
p000425,0.638
p235949,0.794
p109398,0.845
p021487,0.857
p020518,0.8384
p095715,0.771
p233763,0.7935
p183259,0.8037
p232805,0.755
p068387,0.574
p062823,0.7646
p151430,0.633
p227798,0.815
p117615,0.7217
p105979,0.4712
p015653,0.8413
p032058,0.7876
p098268,0.797
p151136,0.828
p171193,0.749
p113597,0.8545
p096007,0.364
p165016,0.7373
p018135,0.8467
p007359,0.811
p214514,0.867
p085476,0.709
p049494,0.6587
p208427,0.767
p171570,0.7812
p001292,0.85
p210745,0.8447
p068749,0.7607
p016419,0.374
p027135,0.8213
p098573,0.833
p129793,0.797
p135081,0.6846
p161909,0.7603
p097945,0.8125
p009891,0.7983
p197465,0.868
p080228,0.3835
p050299,0.8057
p259429,0.7607
p145073,0.6377
p074174,0.8486
p072722,0.596
p038552,0.7354
p169882,0.6426
p220425,0.8423
p236778,0.6484
p111074,0.8267
p220704,0.8374
p251548,0.7866
p245027,0.839
p076893,0.8345
p016136,0.738
p192974,0.794
p101231,0.647
p131386,0.857
p019567,0.702
p182591,0.5635
p099112,0.846
p182153,0.8335
p150810,0.8423
p142927,0.8506
p030076,0.7905
p031399,0.6304
p123051,0.8584
p099274,0.8
p159360,0.781
p213153,0.6143
p214479,0.839
p223426,0.7856
p077418,0.7153
p093879,0.7607
p202062,0.782
p199112,0.8267
p245309,0.6724
p089348,0.592
p240345,0.685
p200372,0.839
p005603,0.802
p021630,0.8267
p231246,0.8657
p032021,0.8384
p002599,0.6494
p015968,0.7563
p101346,0.672
p254519,0.747
p216318,0.8438
p153325,0.7866
p169940,0.837
p009579,0.835
p213552,0.8125
p068946,0.822
p166634,0.783
p152199,0.76
p103133,0.7505
p170247,0.819
p039292,0.7217
p119970,0.781
p153516,0.6533
p081780,0.8135
p106395,0.803
p251447,0.6377
p089779,0.7983
p106648,0.7197
p149564,0.644
p078167,0.81
p069494,0.5986
p258472,0.5674
p013482,0.5806
p202184,0.819
p209198,0.837
p180864,0.7207
p031135,0.6636
p005148,0.541
p048592,0.628
p080319,0.845
p214919,0.849
p233261,0.759
p204154,0.824
p222705,0.802
p123399,0.7007
p005140,0.628
p009898,0.8296
p032630,0.7905
p086232,0.695
p217777,0.792
p230968,0.7056
p122620,0.667
p240449,0.5166
p037796,0.818
p043005,0.7817
p178638,0.8413
p167510,0.828
p104351,0.758
p049679,0.819
p082060,0.8647
p135625,0.8022
p210683,0.6255
p198447,0.684
p134042,0.7593
p193392,0.6787
p165526,0.7744
p047116,0.7803
p189374,0.8486
p182811,0.841
p036194,0.825
p188894,0.836
p098585,0.7427
p258667,0.7373
p138850,0.8506
p130376,0.5073
p013655,0.833
p221303,0.7827
p241596,0.798
p080482,0.6514
p193739,0.7974
p256582,0.853
p187896,0.601
p104760,0.5557
p011340,0.5176
p135174,0.742
p160063,0.825
p243783,0.8687
p052133,0.814
p120780,0.8423
p106365,0.759
p114322,0.7227
p180981,0.753
p184761,0.5815
p251339,0.6025
p201399,0.7275
p002431,0.532
p123777,0.8213
p179490,0.546
p092169,0.8135
p124188,0.667
p035913,0.565
p179245,0.7915
p201831,0.825
p217776,0.784
p243396,0.6196
p047235,0.6147
p053324,0.6655
p091453,0.8076
p143772,0.728
p115494,0.757
p101158,0.832
p023553,0.4895
p228212,0.6816
p243560,0.818
p037374,0.7397
p108954,0.854
p137996,0.785
p202719,0.785
p091892,0.749
p184352,0.5835
p059476,0.8096
p177459,0.828
p111392,0.704
p067600,0.6562
p183439,0.832
p257997,0.7354
p207292,0.828
p128558,0.721
p020780,0.8203
p024458,0.7275
p189733,0.593
p205967,0.7036
p187305,0.8267
p189956,0.7246
p171200,0.599
p023640,0.743
p029463,0.6113
p192040,0.8203
p106733,0.7817
p139947,0.756
p190407,0.6826
p155410,0.728
p085747,0.745
p185545,0.818
p196099,0.626
p025248,0.735
p218943,0.52
p137209,0.7993
p116965,0.731
p020544,0.796
p250733,0.6943
p134208,0.573
p034548,0.7036
p116473,0.646
p037154,0.684
p258549,0.775
p115038,0.6436
p205427,0.576
p169251,0.827
p033151,0.7603
p095775,0.8345
p129151,0.7744
p137876,0.7046
p019425,0.843
p054224,0.71
p168090,0.7505
p074175,0.8164
p098916,0.835
p242614,0.803
p247840,0.8022
p176074,0.861
p057533,0.747
p102481,0.669
p013503,0.712
p144267,0.8203
p232390,0.8037
p020625,0.803
p096036,0.5415
p080385,0.7725
p013490,0.8193
p124642,0.8
p257875,0.759
p219078,0.818
p102842,0.857
p241299,0.647
p136076,0.5654
p199601,0.5576
p126516,0.7046
p235027,0.8
p075430,0.6416
p238911,0.87
p248103,0.799
p127886,0.802
p100338,0.8228
p108694,0.6606
p030951,0.8438
p069759,0.8506
p201566,0.632
p010253,0.546
p112065,0.5796
p158292,0.6772
p212757,0.71
p148809,0.825
p242204,0.7983
p086048,0.642
p022241,0.669
p136589,0.743
p186960,0.858
p173674,0.7817
p133239,0.8384
p081192,0.8345
p120132,0.728
p181035,0.8335
p136873,0.6436
p161389,0.79
p011426,0.764
p132494,0.7397
p102289,0.824
p252337,0.596
p062640,0.8047
p011525,0.828
p156726,0.772
p112821,0.857
p088627,0.8125
p091035,0.861
p147179,0.7563
p134706,0.84
p172486,0.6313
p088830,0.8296
p145864,0.6904
p008690,0.832
p223515,0.786
p196676,0.6855
p161214,0.8047
p239822,0.6646
p258476,0.663
p156132,0.6724
p247410,0.79
p250888,0.778
p049478,0.833
p021290,0.8267
p178218,0.825
p190077,0.7817
p006787,0.763
p251612,0.843
p152099,0.8647
p047424,0.624
p190503,0.6035
p155842,0.5405
p131446,0.8335
p043011,0.7314
p201979,0.7354
p123706,0.7646
p209767,0.7866
p065152,0.7666
p184343,0.5693
p210772,0.822
p127989,0.4556
p033179,0.7837
p239625,0.841
p160032,0.8296
p108601,0.77
p071388,0.7773
p085500,0.796
p130474,0.828
p059289,0.753
p065383,0.806
p229260,0.8
p056698,0.745
p098040,0.85
p026761,0.823
p196313,0.6772
p197358,0.8135
p159318,0.8306
p007814,0.8257
p258891,0.649
p214008,0.3835
p172843,0.635
p039456,0.592
p160218,0.7393
p092521,0.4915
p237324,0.7876
p043308,0.824
p255683,0.8335
p249752,0.8
p170778,0.8345
p224524,0.818
p140736,0.7744
p130563,0.6577
p252769,0.7
p140267,0.801
p183032,0.526
p216866,0.4487
p035539,0.75
p040690,0.6523
p106969,0.81
p022095,0.8384
p035873,0.573
p147165,0.5684
p138803,0.6064
p023841,0.782
p169116,0.5176
p243872,0.5664
p135565,0.831
p011604,0.803
p080464,0.536
p235502,0.753
p236043,0.81
p065434,0.7856
p057655,0.538
p015483,0.853
p147030,0.814
p220209,0.747
p078151,0.8115
p024521,0.562
p121184,0.819
p179108,0.807
p213941,0.8604
p051433,0.8096
p091320,0.822
p205046,0.845
p110884,0.846
p238326,0.8154
p159288,0.8135
p002422,0.6655
p246879,0.803
p129569,0.706
p225546,0.8096
p201697,0.732
p181023,0.845
p250134,0.8164
p252237,0.8296
p242951,0.542
p115302,0.8506
p080808,0.47
p018377,0.861
p082887,0.5615
p143396,0.8125
p031740,0.396
p096597,0.841
p126320,0.8
p174611,0.8228
p207896,0.857
p226210,0.7993
p076714,0.798
p251767,0.8594
p245461,0.8022
p012079,0.6074
p014977,0.7764
p011482,0.8467
p036676,0.6006
p019407,0.6343
p170315,0.819
p255917,0.8
p257588,0.71
p206687,0.4263
p236226,0.8335
p139239,0.538
p072664,0.836
p039462,0.6343
p200787,0.7227
p106301,0.743
p239228,0.7236
p038208,0.6846
p147801,0.7686
p020803,0.814
p170447,0.634
p189647,0.7915
p022811,0.7427
p080922,0.8374
p071068,0.8555
p237094,0.629
p082099,0.7417
p082418,0.773
p007493,0.6416
p223848,0.8174
p034121,0.803
p008724,0.833
p244389,0.3909
p259628,0.8525
p060552,0.798
p049671,0.796
p066025,0.819
p176094,0.749
p020355,0.836
p008055,0.823
p068340,0.8164
p207832,0.775
p022844,0.8257
p097215,0.77
p182951,0.614
p249659,0.8164
p152874,0.759
p157689,0.626
p162837,0.823
p212729,0.749
p116407,0.611
p121785,0.8257
p230454,0.824
p059896,0.836
p089617,0.6943
p103903,0.7295
p142075,0.7007
p033578,0.7617
p123040,0.755
p051999,0.7334
p234167,0.8213
p172646,0.853
p020657,0.711
p003696,0.7134
p014302,0.7715
p258932,0.6987
p164781,0.544
p008229,0.6064
p145268,0.7104
p127783,0.841
p259514,0.7124
p139518,0.8335
p078926,0.721
p254416,0.47
p056144,0.8506
p038485,0.8086
p217118,0.45
p198616,0.751
p251165,0.6025
p042153,0.581
p240324,0.771
p084998,0.8096
p120699,0.759
p101385,0.8525
p189919,0.8345
p122356,0.716
p155782,0.7173
p164259,0.69
p220040,0.841
p243855,0.8115
p017952,0.84
p046734,0.735
p230022,0.698
p074063,0.793
p176572,0.8296
p216158,0.692
p120595,0.8267
p012663,0.8257
p250369,0.669
p160387,0.6455
p094795,0.8154
p186481,0.771
p250601,0.8423
p113172,0.4844
p250581,0.8267
p024761,0.763
p016036,0.819
p212539,0.663
p194419,0.7847
p045413,0.612
p185957,0.629
p116959,0.4722
p058627,0.7197
p120576,0.753
p056586,0.8477
p117847,0.799
p245188,0.657
p178444,0.836
p182310,0.552
p020556,0.72
p104777,0.829
p044528,0.692
p017365,0.8193
p195877,0.7227
p146305,0.7705
p095439,0.7607
p179528,0.8447
p025180,0.819
p008155,0.6
p095290,0.846
p161470,0.719
p108715,0.5913
p183055,0.803
p123728,0.829
p042827,0.831
p136399,0.8545
p035872,0.788
p231372,0.823
p022843,0.841
p208524,0.828
p239689,0.818
p120745,0.827
p099852,0.682
p229806,0.5366
p155509,0.786
p179190,0.853
p144542,0.671
p232190,0.8467
p111893,0.668
p181825,0.861
p088121,0.773
p194636,0.8174
p122127,0.799
p245283,0.8125
p119049,0.671
p193656,0.6924
p185629,0.8374
p117004,0.814
p129994,0.739
p120306,0.825
p225988,0.828
p058235,0.8096
p044993,0.5127
p130699,0.7197
p099379,0.4617
p233574,0.6416
p071193,0.549
p253383,0.736
p101275,0.755
p090954,0.779
p198359,0.8174
p130580,0.7363
p033725,0.542
p150002,0.6143
p219683,0.84
p162052,0.4902
p189716,0.79
p066745,0.7266
p055482,0.613
p066198,0.846
p179090,0.7407
p086255,0.6494
p116094,0.8096
p197237,0.8467
p005005,0.827
p065885,0.5337
p044894,0.767
p116207,0.7246
p169018,0.7695
p192859,0.8623
p218215,0.825
p136874,0.7173
p161736,0.8174
p060386,0.735
p163826,0.678
p102246,0.6646
p242003,0.751
p224720,0.7344
p153109,0.771
p033931,0.7593
p011772,0.846
p151468,0.7256
p167810,0.827
p217609,0.8643
p196772,0.8203
p047004,0.68
p101551,0.768
p025970,0.684
p185183,0.819
p013371,0.7603
p064894,0.6885
